Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year
Put A Little Love In Your Heart,Annie Lennox & Al Green,2:36,4,0.596,0.523,2,-6.801,1,0.0248,0.238,0,0.0771,0.435,100.974,49,1989
On Our Own,Bobby Brown,4:54,4,0.659,0.899,2,-6.207,1,0.0423,0.0035,0,0.0629,0.562,101.802,48,1989
She Wants To Dance With Me,Rick Astley,3:18,4,0.658,0.895,6,-8.177,1,0.058,0.013,0.000143,0.337,0.903,118.239,48,1989
What You Don’t Know,Exposé,2:45,4,0.901,0.489,2,-8.766,1,0.383,0.431,0,0.72,0.603,127.969,48,1989
Batdance,Prince,6:13,4,0.594,0.702,1,-9.894,1,0.0842,0.168,0.109,0.142,0.466,135.406,46,1989
Forever Your Girl,Paula Abdul,5:00,4,0.702,0.891,2,-7.873,1,0.0446,0.185,0.0453,0.0712,0.748,119.963,46,1989
It’s No Crime,Babyface,4:51,4,0.687,0.8,0,-7.682,1,0.0327,0.075,0.371,0.12,0.945,147.026,45,1989
Surrender To Me,Ann Wilson and Robin Zander,3:34,4,0.624,0.672,0,-11.108,1,0.0321,0.0191,0.511,0.06,0.925,108.746,45,1989
I Wanna Have Some Fun,Samantha Fox,2:44,4,0.64,0.88,2,-4.285,0,0.0401,0.165,0.0000206,0.0512,0.962,130.209,42,1989
My Heart Can’t Tell You No,Rod Stewart,4:33,4,0.557,0.652,6,-5.4,0,0.025,0.175,0,0.256,0.465,89.992,37,1989
Secret Rendezvous,Karyn White,5:37,4,0.733,0.689,10,-13.001,0,0.0388,0.0503,0.00115,0.0656,0.888,111.695,37,1989
Girl I’m Gonna Miss You,Milli Vanilli,4:24,4,0.732,0.566,9,-7.76,1,0.0505,0.131,0.0000416,0.184,0.763,75.692,36,1989
Two Hearts,Phil Collins,3:14,4,0.2,0.964,0,-3.691,1,0.116,0.000504,0.00000247,0.936,0.231,147.324,31,1989
I’ll Be There For You,Bon Jovi,4:23,4,0.516,0.539,11,-6.453,0,0.0896,0.234,0.0000922,0.114,0.311,123.936,30,1989
The Lover In Me,Sheena Easton,5:01,4,0.818,0.808,7,-8.536,0,0.0467,0.0274,0,0.0592,0.931,115.221,28,1989
When I Looked At Him,Exposé,4:19,4,0.455,0.713,8,-10.959,1,0.0423,0.23,0.000332,0.37,0.469,169.633,24,1989
I Remember Holding You,Boys Club,4:53,4,0.609,0.843,2,-7.973,0,0.0447,0.307,0.000598,0.0517,0.762,92.48,19,1989
Don’t Rush Me,Taylor Dayne,4:32,4,0.686,0.847,7,-7.692,1,0.284,0.445,0,0.25,0.748,90.793,15,1989
I’ll Be Loving You (FOREVER),New Kids on the Block,6:04,4,0.371,0.71,11,-6.437,1,0.0481,0.0964,0,0.74,0.223,135.003,15,1989
"Baby, I Love Your Way/Freebird Medley",Will to Power,4:05,4,0.581,0.498,7,-9.246,1,0.0338,0.239,0.783,0.0516,0.601,152.45,0,1989
